# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1598871627.247312307357788,0.00190,0.00005,0.00001,0.00194,0.00006,0.00089,0.00484
1598871627.280194044113159,0.00189,0.00007,0.00001,0.00190,0.00006,0.00131,0.00524
1598871627.313847303390503,0.00176,0.00008,0.00001,0.00205,0.00010,0.00096,0.00497
1598871627.347424268722534,0.00187,0.00006,0.00001,0.00192,0.00011,0.00089,0.00485
1598871627.381030797958374,0.00173,0.00005,0.00001,0.00212,0.00007,0.00099,0.00497
1598871627.413996219635010,0.00177,0.00008,0.00020,0.00211,0.00019,0.00086,0.00522
1598871627.447417259216309,0.00192,0.00009,0.00001,0.00192,0.00004,0.00084,0.00481
1598871627.480407953262329,0.00192,0.00008,0.00001,0.00223,0.00009,0.00101,0.00533
1598871627.512876987457275,0.00214,0.00011,0.00001,0.00219,0.00000,0.00096,0.00542
1598871627.546367645263672,0.00187,0.00006,0.00001,0.00193,0.00000,0.00085,0.00472
1598871627.579729795455933,0.00198,0.00011,0.00001,0.00207,0.00004,0.00099,0.00520
1598871627.614478588104248,0.00142,0.00006,0.00001,0.00192,0.00015,0.00075,0.00430
1598871627.648451089859009,0.00208,0.00011,0.00001,0.00202,0.00005,0.00101,0.00528
1598871627.680889606475830,0.00189,0.00011,0.00001,0.00200,0.00005,0.00101,0.00508
1598871627.714095830917358,0.00144,0.00006,0.00001,0.00195,0.00009,0.00083,0.00439
1598871627.746964454650879,0.00210,0.00011,0.00001,0.00200,0.00011,0.00115,0.00548
1598871627.781103849411011,0.00183,0.00009,0.00001,0.00192,0.00006,0.00083,0.00473
1598871627.814759254455566,0.00179,0.00008,0.00020,0.00192,0.00018,0.00084,0.00502
1598871627.848713874816895,0.00176,0.00006,0.00001,0.00204,0.00004,0.00089,0.00479
1598871627.883425235748291,0.00187,0.00008,0.00001,0.00191,0.00007,0.00081,0.00474
1598871627.918365955352783,0.00164,0.00009,0.00001,0.00192,0.00000,0.00083,0.00448
1598871627.982430696487427,0.00191,0.00013,0.00001,0.00201,0.00000,0.00096,0.00502
1598871628.018408298492432,0.00207,0.00008,0.00001,0.00200,0.00004,0.00105,0.00524
1598871628.085960626602173,0.00214,0.00013,0.00001,0.00201,0.00016,0.00096,0.00540
1598871628.121068716049194,0.00185,0.00010,0.00001,0.00197,0.00006,0.00102,0.00501
1598871628.180683851242065,0.00206,0.00009,0.00001,0.00211,0.00006,0.00079,0.00513
1598871628.213709831237793,0.00191,0.00012,0.00001,0.00197,0.00011,0.00106,0.00517
1598871628.247337818145752,0.00172,0.00006,0.00001,0.00191,0.00011,0.00087,0.00468
1598871628.280470132827759,0.00180,0.00005,0.00001,0.00194,0.00006,0.00086,0.00473
1598871628.314041137695312,0.00169,0.00007,0.00020,0.00199,0.00019,0.00104,0.00518
1598871628.347860097885132,0.00195,0.00008,0.00001,0.00201,0.00004,0.00107,0.00516
1598871628.380776166915894,0.00169,0.00007,0.00001,0.00199,0.00008,0.00122,0.00506
1598871628.414443731307983,0.00194,0.00008,0.00001,0.00195,0.00000,0.00078,0.00476
1598871628.447891712188721,0.00185,0.00013,0.00001,0.00198,0.00000,0.00108,0.00505
1598871628.480792999267578,0.00178,0.00008,0.00001,0.00219,0.00004,0.00110,0.00519
1598871628.513961076736450,0.00178,0.00005,0.00001,0.00216,0.00015,0.00078,0.00493
1598871628.547781467437744,0.00189,0.00006,0.00001,0.00193,0.00006,0.00081,0.00475
1598871628.582033157348633,0.00192,0.00007,0.00001,0.00198,0.00006,0.00102,0.00506
1598871628.615282773971558,0.00176,0.00006,0.00001,0.00213,0.00010,0.00086,0.00492
1598871628.649058818817139,0.00175,0.00005,0.00001,0.00193,0.00011,0.00081,0.00467
1598871628.682554721832275,0.00182,0.00007,0.00001,0.00191,0.00006,0.00082,0.00469
1598871628.715150594711304,0.00185,0.00005,0.00019,0.00189,0.00018,0.00102,0.00519
1598871628.781259059906006,0.00165,0.00007,0.00001,0.00190,0.00004,0.00085,0.00452
1598871628.816406488418579,0.00169,0.00008,0.00001,0.00192,0.00008,0.00083,0.00461
1598871628.850534915924072,0.00189,0.00011,0.00001,0.00219,0.00000,0.00099,0.00519
1598871628.883453845977783,0.00197,0.00010,0.00001,0.00194,0.00000,0.00077,0.00480
1598871628.947512388229370,0.00174,0.00011,0.00001,0.00196,0.00004,0.00078,0.00464
